postal_code;municipality;rent;size
90560;Oulu;613;51
49410;Hamina;655;55.5
90520;Oulu;795;70.5
30100;Forssa;470;50.5
20320;Turku;860.05;77.5
90310;Oulu;930;85
15140;Lahti;790;70
95400;Tornio;639.47;75.5
20610;Turku;670;80
55100;Imatra;463;49.5
10420;Raasepori;490;53.5
90840;Haukipudas;850;90
24130;Salo;690;70
20320;Turku;742.63;65
40520;Jyväskylä;863.72;78
78250;Varkaus;310;27
90250;Oulu;520;58
33480;Ylöjärvi;840;75.5
02760;Espoo;848.06;61.5
40520;Jyväskylä;798;71
28450;Ulvila;530;59.5
15550;Nastola;526.53;59
90250;Oulu;750;92
90250;Oulu;750;92
90650;Oulu;540;61
30100;Forssa;540;61
01350;Vantaa;1340;91
15140;Lahti;765;67.5
20610;Turku;550;62.5
20320;Turku;857.72;77.5
90250;Oulu;560;64
90420;Oulu;518;41
40520;Jyväskylä;834.3;75
10650;Raasepori;661.3;79
20810;Turku;769;68
15100;Lahti;848;76.5
60150;Seinäjoki;555;45
40520;Jyväskylä;1020;95
40700;Jyväskylä;1950;195
62900;Alajärvi;465;50
21200;Raisio;903.68;82.5
20810;Turku;899;82
37140;Nokia;750;66
40740;Jyväskylä;716.87;62.5
02230;Espoo;1255;100.5
26100;Rauma;619.73;73
01370;Vantaa;981.45;74.5
05460;Hyvinkää;990;92
90570;Oulu;480;44
94100;Kemi;430;45
33480;Ylöjärvi;1193.38;114
90510;Oulu;678.52;58.5
96100;Rovaniemi;785;70
90580;Oulu;450;48
20320;Turku;849.6;77
45160;Kouvola;400;34
01480;Vantaa;2000;172
26200;Rauma;800;100
00260;Helsinki;1900;141
20740;Turku;630;63
40640;Jyväskylä;538.48;43.5
60150;Seinäjoki;520;58.5
48600;Kotka;978;91
35100;Orivesi;578;56.5
02760;Espoo;842.58;61.5
26100;Rauma;530;60
01600;Vantaa;968;73.5
45160;Kouvola;540;61.5
90830;Haukipudas;550;63
67200;Kokkola;760.15;67.5
02650;Espoo;1056;82
40640;Jyväskylä;588.73;49
28130;Pori;590;69
36220;Kangasala;450;34
00820;Helsinki;1600;119
48350;Kotka;526;59.5
96100;Rovaniemi;741;65.5
21110;Naantali;630;75
02260;Espoo;3300;328
20750;Turku;640;76.5
33470;Ylöjärvi;870;93.5
90250;Oulu;650;78
90250;Oulu;650;78
24280;Salo;470;43
24280;Salo;470;43
90240;Oulu;468;36
90240;Oulu;468;36
57230;Savonlinna;485;53.5
04600;Mäntsälä;500;39.5
21200;Raisio;896.75;82.5
24130;Salo;600;59.5
60320;Seinäjoki;525;59.5
42700;Keuruu;790;99
40520;Jyväskylä;836;76
20610;Turku;642;77
55100;Imatra;471;51.5
53130;Lappeenranta;808.08;73
42700;Keuruu;360;35
26200;Rauma;360;35
38200;Sastamala;514.02;58
02100;Espoo;1267;114
26100;Rauma;651.18;78.5
78300;Varkaus;768;96
28430;Pori;770;69
30100;Forssa;440;47
20610;Turku;634;76
90130;Oulu;585.84;49
04600;Mäntsälä;866.36;79.5
02280;Espoo;1009;78
53100;Lappeenranta;500;56
90570;Oulu;500;56
90240;Oulu;650;56
40900;Jyväskylä;520;59
40900;Jyväskylä;520;59
90250;Oulu;520;59
90250;Oulu;520;59
90250;Oulu;520;59
40900;Jyväskylä;530;60.5
40900;Jyväskylä;530;60.5
13800;Hattula;720;75
26200;Rauma;630;75.5
40420;Jyväskylä;700;72.5
21420;Lieto;892.85;82.5
20750;Turku;613;73
20810;Turku;869.72;80
21120;Raisio;897.23;83
90250;Oulu;796;72
45120;Kouvola;970;91
90240;Oulu;589;58.5
96300;Rovaniemi;612;52
26100;Rauma;599;71
21100;Naantali;561.33;46.5
03100;Vihti;524.61;42.5
20540;Turku;620;62.5
94700;Kemi;482.26;45
94700;Kemi;482.26;45
94600;Kemi;482.26;45
45200;Kouvola;485;54
78250;Varkaus;355;34.5
29250;Nakkila;504.77;57
94100;Kemi;762;68.5
20900;Turku;848.87;78
60320;Seinäjoki;890;82.5
67100;Kokkola;784.33;71
90150;Oulu;591;59
15140;Lahti;770;69.5
40620;Jyväskylä;677;70
42700;Keuruu;650;79
65100;Vaasa;1039.19;99
15700;Lahti;1350;133
60220;Seinäjoki;550;45.5
67800;Kokkola;550;64
90250;Oulu;540;62.5
33720;Tampere;540;62.5
73300;Nilsiä;510;58
90420;Oulu;526.95;43
39200;Hämeenkyrö;500;56.5
26660;Rauma;490;55
38700;Kankaanpää;490;55
28100;Pori;490;55
10650;Raasepori;755.65;95
96500;Rovaniemi;450;49
45100;Kouvola;786.95;71.5
45100;Kouvola;786.94;71.5
00100;Helsinki;1434.35;107
00940;Helsinki;978;73
20780;Kaarina;864;80
51600;Mikkeli;480;45
90580;Oulu;642;78
40520;Jyväskylä;809;74
36200;Kangasala;1137.4;110
62100;Lapua;590;50
90100;Oulu;859;79.5
20610;Turku;645;78.5
65280;Vaasa;784.12;84
95450;Tornio;790;72
20540;Turku;671.5;59
44200;Äänekoski;290;25
60100;Seinäjoki;644.11;56
99130;Kittilä;520.98;42.5
99130;Kittilä;571;48
90420;Oulu;580;49
33720;Tampere;753;68
00940;Helsinki;748;56
02280;Espoo;1004;78.5
49400;Hamina;680;60
33710;Tampere;962.28;91
93600;Kuusamo;567.82;67
20540;Turku;862;80
48770;Kotka;485;54.5
02780;Espoo;1050;83
48350;Kotka;475;53
90830;Haukipudas;515.88;42
70260;Kuopio;970.77;92
02760;Espoo;962.19;74.5
90250;Oulu;521;60
25940;Kemiönsaari;468;52
94830;Kemi;630;76.5
57230;Savonlinna;534;62
26100;Rauma;615;53
20320;Turku;735;78
65230;Vaasa;619.38;53.5
21100;Naantali;555.76;46.5
01510;Vantaa;950;73.5
90550;Oulu;530;61.5
20610;Turku;510;58.5
33820;Tampere;695.2;73
21530;Paimio;500;57
90580;Oulu;533;62
20540;Turku;595.59;51
96300;Rovaniemi;532;44
40520;Jyväskylä;822;76
33580;Tampere;903.39;85
01600;Vantaa;948;73.5
20540;Turku;613;53
37120;Nokia;744.3;67.5
13210;Hämeenlinna;975;93
96440;Rovaniemi;614;74.5
96440;Rovaniemi;614;74.5
96440;Rovaniemi;614;74.5
96440;Rovaniemi;614;74.5
94100;Kemi;762;69.5
90540;Oulu;650;80
33900;Tampere;825.16;76.5
20700;Turku;739;67
70820;Kuopio;680;60.5
33480;Ylöjärvi;1200;118
48100;Kotka;820;76
95420;Tornio;610;74
90440;Kempele;1100;107
20240;Turku;883;83
90500;Oulu;544;64
18150;Heinola;333.5;32
32740;Sastamala;356.42;35.5
20380;Turku;855.18;80
90520;Oulu;530;44
40900;Jyväskylä;629;77
15500;Lahti;629;77
90240;Oulu;707.28;75
90520;Oulu;595;60.5
78300;Varkaus;688;86
30100;Forssa;490;47
02630;Espoo;750;54.5
20700;Turku;678;60.5
99130;Kittilä;515.63;42.5
90800;Oulu;625;64.5
90530;Oulu;490;56
00930;Helsinki;2000;152
99130;Kittilä;515.29;42.5
33330;Tampere;785.64;72.5
33330;Tampere;709;64
93600;Kuusamo;725;77.5
02760;Espoo;750;61
15550;Nastola;620.92;76
15550;Nastola;620.92;76
20610;Turku;611;74.5
62300;Kauhava;470;53
20380;Turku;947.28;90.5
20100;Turku;450;50
60100;Seinäjoki;820.38;76.5
20610;Turku;620;76
65100;Vaasa;581.86;50
49410;Hamina;430;47
28370;Pori;515;60
28800;Pori;600;73
16900;Hämeenlinna;806.25;75
20240;Turku;606.45;74
21260;Raisio;650;68
24240;Salo;665;83
94100;Kemi;495;57
60100;Seinäjoki;715.85;65
00420;Helsinki;750;57
35100;Orivesi;630;65.5
50150;Mikkeli;656.87;69
28800;Pori;625;77
01450;Vantaa;969;76.5
90460;Oulunsalo;670;60
90230;Oulu;629.57;55.5
28330;Pori;344.17;34
53900;Lappeenranta;800;74.5
82200;Joensuu;469.35;44.7
33960;Pirkkala;656;69
90570;Oulu;656;58.5
01450;Vantaa;1120;91.5
90420;Oulu;629;55.5
90570;Oulu;490;40
90520;Oulu;740;80
65610;Mustasaari;767.49;71
62100;Lapua;490;56.5
90230;Oulu;632.74;56
90310;Oulu;740;68
08200;Lohja;833.62;78.5
20750;Turku;610;75
53300;Lappeenranta;990;96
02680;Espoo;880;68
38200;Sastamala;518.66;61
90250;Oulu;529;44.5
90570;Oulu;654;58.5
20240;Turku;635;79
67800;Kokkola;635;79
01450;Vantaa;1020;82
28840;Pori;310;29
15560;Nastola;495;57.5
02630;Espoo;1100;90
80170;Joensuu;840.39;79.5
24130;Salo;454;43
26820;Rauma;900;120
90570;Oulu;550;47
90460;Oulunsalo;1000;97.5
10300;Raasepori;594.8;73
21100;Naantali;670;60.5
35820;Jämsä;1200;120
90520;Oulu;652;58.5
62100;Lapua;545;46.5
00940;Helsinki;776.29;59.5
34300;Ylöjärvi;319;30.5
90570;Oulu;460;37
48600;Kotka;500;58.5
53900;Lappeenranta;811;76.5
49700;Miehikkälä;380;40
20100;Turku;270;23
60100;Seinäjoki;380;33.5
53900;Lappeenranta;779;73
90250;Oulu;625;78
21110;Naantali;574.43;50
20610;Turku;612;76
53300;Lappeenranta;885;85
65230;Vaasa;875.97;84
90240;Oulu;695;75
65280;Vaasa;565;49
90420;Oulu;618;55
20750;Turku;680;62
44200;Äänekoski;740;81
20240;Turku;656.04;83
94100;Kemi;340;34
90520;Oulu;533;45.5
01420;Vantaa;1872;168
90650;Oulu;504;59.5
55100;Imatra;504;59.5
90500;Oulu;475;55
33340;Tampere;739.03;81
90570;Oulu;617;55
20100;Turku;1037.45;102.5
33480;Ylöjärvi;771.67;72.5
24240;Salo;655;83
28130;Pori;497.25;58.5
90540;Oulu;820;78
20810;Turku;674;61.5
57230;Savonlinna;629;79
90420;Oulu;1050;104
90580;Oulu;500;59
90580;Oulu;500;59
90580;Oulu;500;59
03100;Vihti;890;86
65230;Vaasa;894.16;86.5
78300;Varkaus;490;57.5
78300;Varkaus;490;57.5
78300;Varkaus;490;57.5
21420;Lieto;1075.08;107
44100;Äänekoski;712.38;66
90570;Oulu;615;55
01450;Vantaa;1008;82
90440;Kempele;800;76
33580;Tampere;614.72;55
95420;Tornio;595;74
00950;Helsinki;1500;115
37130;Nokia;482.35;56.5
00370;Helsinki;1087;83.5
20900;Turku;1090;109
96190;Rovaniemi;940;92
21200;Raisio;495;58.5
90540;Oulu;618.27;55.5
90310;Oulu;790;75
90250;Oulu;575;71
20610;Turku;530;64
20610;Turku;610;76.5
90560;Oulu;565;58.5
90570;Oulu;520;62.5
01400;Vantaa;950;76.5
37120;Nokia;850.42;82
45150;Kouvola;780;74
20900;Turku;648;59
01480;Vantaa;920;73.5
55910;Imatra;670;86
90560;Oulu;625;79
90540;Oulu;687.28;63.5
24100;Salo;854.25;82.5
02810;Espoo;1550;137
20540;Turku;656;60
21120;Raisio;519.77;44.5
20320;Turku;862.09;83.5
20360;Turku;720;94
53950;Lappeenranta;761;72
37500;Lempäälä;695;64.5
01360;Vantaa;1057;87.5
21100;Naantali;712.37;66.5
48100;Kotka;870;84.5
65230;Vaasa;725.21;68
34800;Virrat;480;56.5
20810;Turku;725;68
31300;Tammela;330;33
48350;Kotka;330;33
65370;Vaasa;550;67.5
60100;Seinäjoki;795;76
02210;Espoo;860;75.5
21420;Lieto;851.7;82.5
21200;Raisio;982.89;97.5
01450;Vantaa;926;74.5
27100;Eurajoki;405.93;45
02330;Espoo;990;81
95400;Tornio;750;71
90230;Oulu;820;79
90230;Oulu;820;79
60200;Seinäjoki;850;97
60320;Seinäjoki;850;82.5
55100;Imatra;485;57.5
20540;Turku;450;52
62100;Lapua;762.22;72.5
00940;Helsinki;876.52;68
36270;Kangasala;1200;170
20900;Turku;950;94
90230;Oulu;547.72;48
28330;Pori;503.41;60.5
28330;Pori;503.41;60.5
13250;Hämeenlinna;680.12;74.5
20900;Turku;1010;101
55800;Imatra;900;123
90800;Oulu;630;57.5
67700;Kokkola;616.74;56
28100;Pori;360;38
90520;Oulu;507.3;43.5
24240;Salo;455;53
67300;Kokkola;672.47;62.5
21110;Naantali;611.06;55.5
90630;Oulu;550;48.5
20740;Turku;607;65
18100;Heinola;340;35
20320;Turku;545;48
37120;Nokia;501;60.5
28800;Pori;580;73
90830;Haukipudas;518.34;45
93600;Kuusamo;620;79.5
40530;Jyväskylä;517.56;45
21110;Naantali;617;56.5
49510;Hamina;490;59
30300;Forssa;345;36
28370;Pori;345;36
90570;Oulu;595;54
63700;Ähtäri;600;76.5
49400;Hamina;625;57.5
36200;Kangasala;540;67
60550;Seinäjoki;720;68.5
00750;Helsinki;1027;81
20740;Turku;642;59.5
40520;Jyväskylä;750;72
33310;Tampere;783.5;76
90440;Kempele;493.97;42.5
90520;Oulu;589;53.5
90460;Oulunsalo;550;49
31300;Tammela;950;112
67100;Kokkola;644.74;60
90570;Oulu;665;73.5
90560;Oulu;507;62
37100;Nokia;773.98;75
20900;Turku;963.84;97
67100;Kokkola;803.73;78.5
80170;Joensuu;795;77.5
90670;Oulu;450;53
40420;Jyväskylä;980;99
94400;Keminmaa;820;80.5
90650;Oulu;1104;113.5
90650;Oulu;1104;113.5
24240;Salo;490;59.5
90800;Oulu;535;47.5
33820;Tampere;818.45;80.5
28330;Pori;580;74
33480;Ylöjärvi;900;90
28400;Ulvila;680;90
20740;Turku;629.03;58.5
20740;Turku;835;82.5
60560;Seinäjoki;650;61
24800;Salo;546.85;49
90550;Oulu;581;53
65320;Vaasa;538.02;48
90520;Oulu;495;43
60150;Seinäjoki;653.63;61.5
20740;Turku;838;83
94100;Kemi;485;59
20740;Turku;781.61;76.5
15320;Lahti;610;56.5
20100;Turku;819.93;81
20540;Turku;815.44;80.5
15560;Nastola;425;49.5
48350;Kotka;347;37
21110;Naantali;1041;107
31300;Tammela;490;60
90570;Oulu;536;48
01370;Vantaa;1105;80
44100;Äänekoski;638.46;60
14820;Hämeenlinna;672.64;64
90240;Oulu;570;52
90240;Oulu;570;52
37130;Nokia;658.3;73.5
23500;Uusikaupunki;480;58.5
20740;Turku;608;56.5
20900;Turku;1500;161
90550;Oulu;676;64.5
30100;Forssa;430;50.5
90250;Oulu;552.15;50
20540;Turku;544;58
55910;Imatra;650;86
27230;Rauma;470;57
21530;Paimio;470;57
90520;Oulu;590;54.5
10320;Raasepori;432.6;51
37500;Lempäälä;995;102
15560;Nastola;600;78
23500;Uusikaupunki;580;63
90580;Oulu;510;63.5
33560;Tampere;1084.18;112.5
90240;Oulu;547;58.5
00650;Helsinki;1800;145
99130;Kittilä;602.16;56
33470;Ylöjärvi;819;81.5
67100;Kokkola;746.49;73
40420;Jyväskylä;640;60.5
20360;Turku;605.09;79
20740;Turku;622.8;58.5
65230;Vaasa;677.81;65
16900;Hämeenlinna;450;54
48350;Kotka;490;60.5
37130;Nokia;567.05;73
55510;Imatra;570;73.5
90420;Oulu;549.46;50
00770;Helsinki;980;80
20740;Turku;774.35;76.5
20740;Turku;774.35;76.5
20740;Turku;774.35;76.5
20610;Turku;613;80.5
90580;Oulu;508;63.5
90580;Oulu;508;63.5
61800;Kauhajoki;770;76
20810;Turku;600;56
28840;Pori;304;30.5
30420;Forssa;650;73
90460;Oulunsalo;578.03;53.5
94720;Kemi;747.5;73.5
20740;Turku;819;82
20810;Turku;658;63
62100;Lapua;535.08;48.5
62100;Lapua;590;55
90570;Oulu;590;55
60150;Seinäjoki;543.38;49.5
90250;Oulu;500;62.5
27100;Eurajoki;300;30
37100;Nokia;640;61
90810;Haukipudas;1050;109.5
21420;Lieto;656.51;63
20320;Turku;650;87
90450;Kempele;1100;115.5
30300;Forssa;459.27;56
90250;Oulu;749;74
10820;Hanko;410;48
90420;Oulu;508.2;45.5
96500;Rovaniemi;690;79
90420;Oulu;512.12;46
60150;Seinäjoki;727.23;71.5
90250;Oulu;684.95;66.5
39700;Parkano;520;66
40950;Muurame;790;79
30300;Forssa;440;53
94700;Kemi;479.61;50
90420;Oulu;494.7;44
20740;Turku;671.59;65
24240;Salo;495;62
33330;Tampere;598.63;66.5
76100;Pieksämäki;360;40
28330;Pori;595.87;78.5
90460;Oulunsalo;763.82;76
14610;Hattula;850;120
48930;Kotka;850;120
37500;Lempäälä;700;68.5
90570;Oulu;590;55.5
62100;Lapua;720;71
20540;Turku;532;57.5
30100;Forssa;550;60
60800;Ilmajoki;640;61.5
14870;Hämeenlinna;511.61;65
90500;Oulu;686;67
90460;Oulunsalo;585;55
29250;Nakkila;480.79;60
21120;Raisio;718.9;71
21530;Paimio;450;55
67100;Kokkola;577.87;64
79700;Heinävesi;480;60
01390;Vantaa;2500;245
62200;Kauhava;583.45;77
40950;Muurame;910;94
44200;Äänekoski;650;88
94600;Kemi;737.97;73.5
62300;Kauhava;576.48;76
20400;Turku;896.58;92.5
60320;Seinäjoki;520;47.5
01760;Vantaa;745;50
01760;Vantaa;640;54.5
95450;Tornio;620;59.5
21380;Aura;900;93
01370;Vantaa;1080;80
24100;Salo;624.04;60
94720;Kemi;403.62;40
24800;Salo;815.7;83
55100;Imatra;452.4;39.5
94100;Kemi;460;57
41160;Jyväskylä;460;57
62100;Lapua;590;56
62300;Kauhava;490;62
20900;Turku;560;52.5
90570;Oulu;585;55.5
30300;Forssa;550;72
90530;Oulu;709.7;70.5
28800;Pori;580;77
30100;Forssa;265;25
20540;Turku;545;60
96440;Rovaniemi;730;73
90580;Oulu;410;49
35100;Orivesi;850;87.5
28190;Pori;600;80.5
20610;Turku;816;83.5
20740;Turku;608;58.5
90440;Kempele;591.08;56.5
90520;Oulu;620;60
66400;Laihia;1500;166
20400;Turku;794.21;81
65320;Vaasa;781.49;79.5
28190;Pori;430;52.5
90570;Oulu;569.73;54
90560;Oulu;615.3;59.5
27230;Rauma;460;57.5
33880;Lempäälä;1200;130
20240;Turku;809.64;83
21270;Nousiainen;720;85
42300;Jämsä;475;60.1
93600;Kuusamo;323.61;35
30100;Forssa;450;56
62100;Lapua;589.05;56.5
15560;Nastola;480;61
90570;Oulu;580;55.5
47200;Kouvola;350;39.5
65380;Vaasa;633.39;62
90510;Oulu;591.99;57
90580;Oulu;506;65.5
02770;Espoo;910.18;78.5
91900;Liminka;650;75.5
44150;Äänekoski;574.86;55
90630;Oulu;574.46;55
48350;Kotka;550;73
45160;Kouvola;805;83
90670;Oulu;430;53
00700;Helsinki;1390;114
38710;Kankaanpää;340;38
01450;Vantaa;812;76
24100;Salo;800;82.5
01450;Vantaa;668;59
90510;Oulu;573.3;55
90520;Oulu;507.3;47
90580;Oulu;492;63.5
90830;Haukipudas;564.57;54
38700;Kankaanpää;420;51.5
33850;Tampere;629.76;62
40420;Jyväskylä;720;73
15560;Nastola;670;93.5
76100;Pieksämäki;270;26.5
90440;Kempele;489.47;45
37370;Vesilahti;410;50
21100;Naantali;735;75
61100;Seinäjoki;415;36
62100;Lapua;525;49.5
02770;Espoo;1137.59;104
90810;Haukipudas;890;94.2
90810;Haukipudas;890;94.2
90810;Haukipudas;890;94.2
90810;Haukipudas;890;94.2
67100;Kokkola;883.89;93.5
90460;Oulunsalo;990;125
96500;Rovaniemi;765;79
96500;Rovaniemi;765;79
96500;Rovaniemi;765;79
95450;Tornio;736.3;75.5
49700;Miehikkälä;230;20
90540;Oulu;608.99;60
28330;Pori;550;74
42300;Jämsä;550;74
13210;Hämeenlinna;747.24;77
62300;Kauhava;810;118
33950;Pirkkala;655.5;92
91300;Oulu;950;120
90240;Oulu;525;59
80330;Joensuu;650;77
90520;Oulu;500.67;47
90100;Oulu;610;60.5
33700;Tampere;700;100
72600;Keitele;470;61
90630;Oulu;548.25;53
00930;Helsinki;3700;320
53850;Lappeenranta;775;81
45120;Kouvola;815;86
90580;Oulu;496;65.5
90580;Oulu;490;64.5
62300;Kauhava;392.71;48
37600;Valkeakoski;395.64;48.5
20900;Turku;879;94
20540;Turku;950;103
26100;Rauma;510;48.5
65370;Vaasa;430;54.5
94720;Kemi;554.27;54
90420;Oulu;682.83;70
90420;Oulu;682.83;70
31400;Somero;450;58
33880;Lempäälä;870;130
18100;Heinola;665;95
90240;Oulu;560;55
90240;Oulu;560;55
90410;Oulu;564;55.5
90800;Oulu;551.85;54
90540;Oulu;848.87;91
78870;Varkaus;460;60
20540;Turku;752;79
01300;Vantaa;1450;141
37130;Nokia;534.83;73
02680;Espoo;1250;100
03850;Nummi-Pusula;1100;170
21100;Naantali;750;110
28330;Pori;540;74
94100;Kemi;553.72;54.5
90470;Oulunsalo;1300;148
01490;Vantaa;1300;125
24800;Salo;700;73
90240;Oulu;519;59.5
90440;Kempele;559.97;55.5
18130;Heinola;515;70
60100;Seinäjoki;623.57;63.5
15320;Lahti;567.6;56.5
28800;Pori;442;57.5
94600;Kemi;547.18;54
90580;Oulu;488;65.5
94100;Kemi;729.96;77
90520;Oulu;694;72.5
90440;Kempele;690;72
33950;Pirkkala;1150;180
20460;Turku;520;60
94100;Kemi;597.15;60.5
18130;Heinola;400;50.5
28370;Pori;400;50.5
24800;Salo;592.93;60
90900;Kiiminki;540;63
24800;Salo;420;54
20240;Turku;635;77
90520;Oulu;739;78.5
10420;Raasepori;750;80
90230;Oulu;1500;175
47200;Kouvola;450;59.5
00170;Helsinki;3200;286
38700;Kankaanpää;470;63
90560;Oulu;586;59.5
33720;Tampere;624.75;64.5
31400;Somero;440;58
76100;Pieksämäki;440;58
18100;Heinola;738;110
20540;Turku;620;64
20240;Turku;714;89.5
20360;Turku;709.54;75.5
90630;Oulu;610.74;63
99130;Kittilä;650;68
17130;Asikkala;610;88
28760;Pori;850;130
61800;Kauhajoki;650;95
17800;Kuhmoinen;330;39
38600;Lavia;250;25
90580;Oulu;476.67;46
18130;Heinola;418;54.5
20360;Turku;707.52;75.5
62100;Lapua;490;56.5
18130;Heinola;415;54
70800;Kuopio;570.47;68.5
20900;Turku;734.33;79
90580;Oulu;550;55.5
38710;Kankaanpää;400;51.5
20900;Turku;572.29;58.5
38700;Kankaanpää;450;60.5
18130;Heinola;430;57
25940;Kemiönsaari;288;32
25940;Kemiönsaari;288;32
11130;Riihimäki;1300;152
90520;Oulu;691.41;74
61100;Seinäjoki;395;36
61100;Seinäjoki;395;36
90420;Oulu;624.79;65.5
42220;Jämsä;500;69.5
90580;Oulu;460;62.5
20360;Turku;701.76;75.5
20360;Turku;600;62.5
38700;Kankaanpää;530;75
65230;Vaasa;755.32;82.5
90840;Haukipudas;890;100
60100;Seinäjoki;750;82
91100;Ii;695;75
90520;Oulu;570.8;59
65230;Vaasa;787.52;87
90420;Oulu;559;57.5
90940;Kiiminki;950;108
90420;Oulu;554.07;57
78850;Varkaus;600;88
18130;Heinola;420;56
90420;Oulu;542.06;55.5
38700;Kankaanpää;575;70.5
38700;Kankaanpää;340;35
90520;Oulu;727.11;79.5
90520;Oulu;684.57;74
38700;Kankaanpää;470;65
33580;Tampere;594.9;62.5
90520;Oulu;636;68
90580;Oulu;620;66
94100;Kemi;440;60
02440;Kirkkonummi;2600;324
90570;Oulu;679.9;74
66270;Närpiö;550;80
65230;Vaasa;583.28;61.5
90520;Oulu;656;71
60510;Seinäjoki;560;58.5
90850;Haukipudas;530;76.5
90520;Oulu;525.35;54
90580;Oulu;440.79;43
26660;Rauma;715.85;79
01450;Vantaa;1600;184
90520;Oulu;532.14;55
90520;Oulu;551;57.5
20360;Turku;688.25;75.5
90520;Oulu;500;51
38700;Kankaanpää;530;77
20360;Turku;549;57.5
90940;Kiiminki;460;46
90940;Kiiminki;460;46
90580;Oulu;490;50
90520;Oulu;520.03;54
33330;Tampere;550;58
90940;Kiiminki;503.52;52
90420;Oulu;571;61
90440;Kempele;990;137
90520;Oulu;520;54.5
38710;Kankaanpää;400;54.5
29250;Nakkila;317.63;33
97160;Rovaniemi;550;82
02170;Espoo;3200;396
38700;Kankaanpää;620;95
78200;Varkaus;500;73
20540;Turku;619;68
90520;Oulu;581;63
90800;Oulu;465;47.5
90800;Oulu;465;47.5
96440;Rovaniemi;730;83
96440;Rovaniemi;730;83
90520;Oulu;490;51
90520;Oulu;490;51
91300;Oulu;590;90
20240;Turku;553;59.5
90520;Oulu;765;88
90520;Oulu;537.43;57.5
20240;Turku;480;59
90580;Oulu;525;78.5
36240;Kangasala;910;108
34300;Ylöjärvi;850;100
90520;Oulu;675.45;76.5
46800;Kouvola;400;55.5
00250;Helsinki;590;55
88470;Paltamo;300;37
86600;Haapavesi;578.8;75
65480;Mustasaari;1390;240
96440;Rovaniemi;570;62.5
90520;Oulu;494.86;52.5
60200;Seinäjoki;600;67
69100;Kannus;410;58
71160;Kuopio;980;119
90520;Oulu;540;59
94830;Kemi;393;55
94830;Kemi;256.95;29.5
90520;Oulu;689;79.5
71200;Tuusniemi;280;34
90520;Oulu;649.85;74.5
38700;Kankaanpää;330;36.5
96910;Rovaniemi;710;83
90520;Oulu;531;58.5
20540;Turku;545;60.5
95630;Ylitornio;540;60
19600;Hartola;400;57.5
90520;Oulu;509.51;56
90580;Oulu;420.25;61.5
90900;Kiiminki;840;120
91300;Oulu;500;55
25900;Kemiönsaari;400;58
90800;Oulu;610;70.5
61600;Jalasjärvi;410;60
20240;Turku;674;79.5
90410;Oulu;1250;160
38700;Kankaanpää;420;62
02750;Espoo;1600;179
48350;Kotka;399;58
02360;Espoo;1000;105
04230;Kerava;825;101
38700;Kankaanpää;610;99
63700;Ähtäri;750;106.5
76150;Pieksämäki;400;58.5
90520;Oulu;695;83
91800;Tyrnävä;1000;126
83500;Outokumpu;500;78
10360;Raasepori;900;112
90580;Oulu;502.25;78.5
18130;Heinola;460;70.5
90250;Oulu;535;61
69100;Kannus;420;63
48350;Kotka;399;59
48350;Kotka;399;59
90520;Oulu;720;88
48350;Kotka;399;59.5
90520;Oulu;600;71
90580;Oulu;522.8;60
47900;Kouvola;392;49
38800;Jämijärvi;400;60
32740;Sastamala;483.47;64.5
38700;Kankaanpää;450;70
32740;Sastamala;584.44;81.5
15240;Lahti;880;155
90940;Kiiminki;595;71
90830;Haukipudas;490;56
90940;Kiiminki;450;59.4
62375;Kauhava;682.92;84
88470;Paltamo;390;59
94400;Keminmaa;650;80
90520;Oulu;540;64
90520;Oulu;540;64
94700;Kemi;420;65.5
90250;Oulu;655;81
28900;Pori;690;120
38510;Sastamala;445.65;71
38700;Kankaanpää;534;89
38510;Sastamala;414.71;65
24100;Salo;879;114.5
28430;Pori;780;100
78500;Varkaus;525;88
67100;Kokkola;485;80
38700;Kankaanpää;460;75
88470;Paltamo;380;59
40700;Jyväskylä;325;48
97140;Rovaniemi;500;84
47200;Kouvola;790;122
20900;Turku;1250;174
62375;Kauhava;432;60
38700;Kankaanpää;447;74.5
90440;Kempele;1200;167.5
62220;Kauhava;294.48;36
01620;Vantaa;1730;215
21760;Parainen;495;72
37370;Vesilahti;217.08;27
36200;Kangasala;1100;155
86600;Haapavesi;553.14;71
33270;Tampere;385;45
58200;Kerimäki;650;120
38460;Sastamala;423.12;60.5
90940;Kiiminki;480;70.9
15100;Lahti;1450;213
60320;Seinäjoki;550;73
92520;Siikalatva;720;140
32740;Sastamala;508.77;78.9
21270;Nousiainen;540;85
29810;Siikainen;476.26;62.5
00780;Helsinki;2250;250
38510;Sastamala;238.47;34.5
37630;Valkeakoski;800;160
66640;Vöyri;550;75
66640;Vöyri;310;36
94600;Kemi;350;60
38700;Kankaanpää;390;58.5
38700;Kankaanpää;390;58.5
03620;Karkkila;1000;150
67100;Kokkola;830;143.3
01760;Vantaa;780;80
63800;Soini;600;119.5
14960;Pälkäne;390;60
90250;Oulu;250;39
38700;Kankaanpää;1350;294
63800;Soini;282;47
38200;Sastamala;1000;155.5
06400;Porvoo;490;69
38600;Lavia;560;113
38700;Kankaanpää;666.47;100
21110;Naantali;410;56
96240;Rovaniemi;500;100
27110;Eurajoki;500;100
38700;Kankaanpää;370;58.5
38700;Kankaanpää;370;58.5
